output_mat:
[-46,-10,17,25,1,-66,6,-66,16,62,-6,-5,11,19,-70,78]
[-2,4,-17,33,-4,-100,11,-96,12,-2,-34,-1,19,27,-36,103]
[6,10,-24,29,-8,-102,8,-99,5,0,-41,3,22,23,-31,109]
[-8,12,-11,27,-6,-105,3,-99,3,-1,-43,2,19,22,-35,113]
[-18,2,-4,33,0,-107,2,-99,13,-5,-36,0,18,27,-39,112]
[-3,3,-17,37,0,-107,4,-101,19,-9,-38,1,23,27,-40,110]
[-2,15,-18,36,-4,-107,4,-102,9,-1,-46,1,21,23,-37,114]
[-8,5,-12,38,-1,-108,2,-102,14,-5,-39,1,21,26,-38,113]
[-9,10,-12,38,-1,-108,5,-102,15,-8,-43,-1,19,26,-42,114]
[-5,10,-15,42,-2,-108,8,-102,13,-7,-39,-2,18,27,-34,111]
[4,8,-20,36,-3,-105,11,-98,8,-9,-40,-1,18,27,-29,109]
[0,7,-17,27,-3,-103,9,-96,9,-6,-39,0,19,26,-34,106]
[-9,6,-15,29,-3,-106,2,-101,13,7,-38,3,24,25,-45,111]
[-7,11,-17,36,-6,-113,-2,-109,12,5,-44,4,26,22,-45,123]
[-6,13,-17,39,-9,-119,-3,-115,9,-3,-47,5,25,22,-39,127]
[-9,12,-14,41,-8,-122,-1,-117,7,0,-48,5,24,23,-38,127]
[-10,10,-11,44,-5,-122,3,-116,8,-11,-49,1,20,26,-37,127]
[-5,6,-13,45,-2,-117,9,-110,12,-19,-44,-1,18,30,-33,122]
[3,6,-18,41,-1,-109,13,-102,12,-20,-41,-3,18,29,-31,106]
[0,10,-14,37,-1,-101,14,-94,8,-16,-39,-5,14,28,-29,94]
[-6,6,-7,35,2,-94,18,-86,9,-18,-33,-8,10,30,-26,86]
[-6,3,-9,33,5,-90,23,-81,12,-12,-28,-10,8,32,-28,80]
[-7,7,-10,31,5,-88,26,-80,10,-1,-29,-11,7,32,-32,84]
[-5,2,-12,33,6,-91,25,-83,12,0,-29,-10,10,32,-33,88]
[-9,7,-9,33,7,-93,23,-85,12,2,-36,-11,9,32,-39,95]
[-11,1,-8,35,12,-94,21,-84,21,-9,-33,-11,9,37,-40,96]
[-10,8,-12,31,12,-94,25,-83,22,-7,-36,-12,7,39,-42,98]
[-11,7,-12,32,13,-95,28,-84,22,1,-34,-13,7,42,-44,100]
[-11,10,-11,34,14,-96,32,-86,19,-4,-40,-16,4,43,-42,104]
[-11,7,-7,40,19,-94,38,-81,20,-17,-38,-20,-2,47,-35,98]
[-11,3,-5,42,25,-86,46,-73,24,-18,-34,-25,-7,51,-34,86]
[61,-13,-56,34,18,-54,35,-43,38,-77,-21,-11,10,44,4,48]
[-68,-13,33,23,4,-97,10,-81,7,75,21,-2,-1,17,-59,4]
[-14,-9,-8,29,-2,-128,19,-120,5,4,2,3,-1,29,-11,9]
[3,-1,-25,21,-10,-128,22,-124,0,0,-4,7,-1,28,-5,15]
[-13,9,-10,8,-11,-128,18,-124,-10,-1,-11,8,-6,27,1,23]
[-23,-5,2,14,-4,-128,9,-124,-3,-3,-2,10,0,29,2,19]
[-9,-4,-12,21,-7,-128,6,-126,-1,-4,-5,10,7,24,-6,16]
[-10,2,-11,24,-10,-128,7,-128,-6,-2,-6,11,3,21,-2,16]
[-15,-2,-5,24,-8,-128,4,-128,-1,-8,-5,10,4,22,-3,17]
[-17,1,-2,26,-6,-128,5,-127,-6,0,-5,9,3,22,0,15]
[-15,-8,-4,31,-2,-128,8,-125,3,-14,0,6,2,24,-5,9]
[-2,-2,-14,22,-5,-128,12,-118,3,-17,-1,7,1,26,3,4]
[-7,2,-13,7,-8,-128,13,-115,-3,-4,-1,9,-1,27,1,4]
[-21,0,-9,9,-9,-128,12,-123,-3,13,1,10,2,25,-12,9]
[-20,0,-9,22,-11,-128,13,-128,-6,11,-1,10,0,24,-9,16]
[-19,-3,-7,27,-11,-128,17,-128,-4,1,-3,8,-2,26,-6,20]
[-19,-6,-6,30,-9,-128,17,-128,-1,-3,-3,8,-1,28,-6,19]
[-15,-1,-3,32,-6,-128,14,-128,-3,-17,-7,7,-1,27,2,14]
[-9,-2,-3,31,-3,-128,13,-128,-1,-33,-3,5,-3,27,14,-2]
[-7,7,-5,25,-5,-128,22,-110,-8,-37,1,-1,-12,27,22,-18]
[-10,4,0,20,-4,-128,39,-93,-20,-26,12,-7,-23,30,38,-33]
[-14,-1,9,12,-1,-117,52,-79,-25,-22,14,-15,-30,34,35,-38]
[-15,-8,7,7,3,-110,59,-71,-23,-9,21,-18,-29,38,29,-41]
[-11,-11,1,4,4,-109,60,-72,-23,8,21,-17,-24,38,16,-36]
[-7,-7,-6,3,2,-116,51,-79,-17,2,14,-14,-17,36,6,-26]
[-8,-3,-5,4,1,-125,39,-85,-22,12,11,-7,-11,33,13,-18]
[-10,-10,1,6,3,-128,21,-91,-14,5,5,-3,0,30,2,-8]
[-19,-2,4,10,4,-128,10,-96,-9,4,-1,-1,2,29,-7,3]
[-21,-6,2,17,7,-128,8,-101,0,0,3,0,3,34,-10,6]
[-16,0,1,21,8,-128,10,-104,-5,-2,-5,-2,2,34,-4,10]
[-15,-1,7,27,13,-128,6,-99,-4,-18,-8,-4,2,35,4,12]
[-12,1,9,29,17,-128,3,-87,-2,-22,-9,-7,4,34,7,11]
[80,-19,-62,31,13,-89,-1,-51,14,-71,-3,1,24,33,44,1]
[-72,-15,36,29,6,-101,5,-84,9,78,19,-2,4,16,-63,18]
[-16,-5,-5,39,0,-128,11,-124,5,7,-4,3,6,24,-17,22]
[2,-5,-25,29,-6,-128,16,-128,4,5,-4,7,6,27,-13,24]
[-10,6,-15,10,-8,-128,16,-128,-3,-2,-13,9,-2,30,-9,31]
[-17,-5,-8,14,-3,-128,6,-128,8,-15,-6,11,4,33,-7,23]
[-7,4,-17,21,-7,-128,5,-128,0,-3,-8,11,7,24,-4,16]
[-11,0,-11,25,-11,-128,5,-128,-2,-5,-5,12,4,20,-4,14]
[-16,1,-5,25,-9,-128,5,-128,-2,-4,-5,10,3,22,-3,15]
[-17,-3,-4,26,-8,-128,5,-128,-2,-8,-2,11,3,22,1,15]
[-7,-3,-6,27,-5,-128,-1,-126,-4,-8,-6,12,9,20,5,13]
[12,-20,-20,21,-3,-128,-12,-117,5,-7,2,19,20,18,2,-1]
[-7,0,-12,4,-7,-128,-22,-114,14,-13,-9,18,16,12,-30,-1]
[-43,11,5,11,-5,-128,-14,-119,15,1,6,14,3,20,-22,-2]
[-30,-3,-1,24,-5,-128,12,-128,4,8,14,9,-3,28,-2,-5]
[-14,-6,-6,22,-8,-128,22,-128,-3,-4,4,6,-3,27,-3,-6]
[-13,-2,-7,19,-9,-128,16,-128,-3,-14,6,8,-3,26,4,-13]
[-9,2,-5,17,-9,-128,14,-123,-13,-22,7,8,-6,24,26,-21]
[-19,13,9,13,-8,-128,23,-103,-19,-48,1,-4,-21,25,34,-23]
[-19,-9,14,21,8,-122,46,-77,-23,-27,25,-13,-31,37,55,-40]
[-8,-24,11,18,17,-95,59,-56,-8,-35,20,-24,-30,39,22,-52]
[-10,-13,14,13,28,-78,53,-37,2,-21,20,-26,-29,41,15,-65]
[-21,-10,18,6,32,-70,52,-28,14,-18,24,-31,-29,46,-4,-72]
[-20,0,6,0,28,-71,62,-28,9,-3,30,-32,-32,51,0,-71]
[-7,-1,-6,-4,22,-79,77,-38,-9,17,29,-31,-33,54,11,-65]
[-6,0,-10,-10,11,-88,80,-49,-13,-2,20,-30,-35,51,4,-52]
[0,-3,-13,-6,7,-100,71,-63,-24,24,23,-19,-24,48,23,-44]
[-6,-8,-4,0,3,-115,51,-80,-28,29,7,-13,-13,35,1,-23]
[-15,-14,4,14,7,-128,23,-94,-8,10,6,-6,0,32,-11,-13]
[-14,-2,1,22,6,-128,10,-100,-7,1,0,-2,3,29,-4,-4]
[-13,0,6,28,10,-128,1,-98,-7,-9,-5,-2,6,28,7,5]
[-14,-1,10,31,15,-128,-3,-90,-5,-16,-8,-4,7,29,5,11]
[76,-20,-58,33,12,-92,-5,-54,16,-77,-2,2,23,31,41,3]
[-68,-19,35,27,6,-104,3,-85,10,74,23,-1,7,16,-63,10]
[-12,-3,-6,34,-1,-128,6,-124,0,3,-1,4,9,21,-12,4]
[-4,-6,-18,24,-8,-128,8,-128,4,3,4,8,10,23,-15,2]
[-11,5,-14,8,-12,-128,9,-128,-8,2,-4,12,2,27,-2,14]
[-15,0,-9,10,-8,-128,4,-128,-1,-14,-7,13,4,31,0,18]
[-6,0,-18,20,-12,-128,8,-128,-6,-7,-3,13,4,24,5,14]
[-10,2,-11,22,-14,-128,10,-128,-8,-5,-7,11,1,19,-1,15]
[-20,0,-2,23,-11,-128,10,-128,-7,-2,-3,10,-1,22,2,16]
[-16,-5,-5,25,-9,-128,10,-128,-3,-8,-2,10,1,24,1,16]
[3,-5,-18,24,-11,-128,4,-128,-4,-12,-4,14,8,20,8,13]
[70,-43,-63,18,-17,-128,-34,-121,9,-9,11,44,52,3,20,-17]
[11,43,-19,-17,-40,-128,-75,-117,-18,-8,-48,42,38,-35,-33,-1]
[-96,4,59,9,-11,-128,-68,-109,10,-7,25,30,4,0,-6,-19]
[-52,-24,24,23,-1,-128,-6,-110,15,-20,36,12,-5,26,4,-30]
[-5,1,-10,11,-9,-128,24,-110,-10,-13,14,4,-10,25,18,-37]
[-19,12,1,-2,-12,-128,36,-101,-21,-27,11,-3,-26,28,25,-40]
[-29,13,10,-6,-10,-127,63,-83,-31,-39,22,-14,-48,42,55,-40]
[-27,-11,25,-1,11,-106,90,-61,-49,-8,26,-27,-57,55,74,-41]
[5,-57,12,4,29,-82,66,-39,0,-45,28,-24,-24,52,24,-55]
[27,0,-7,-4,25,-60,15,-19,-1,-20,-2,-13,2,25,15,-55]
[9,-1,8,-4,25,-45,-22,2,1,-22,11,-4,10,12,19,-61]
[-16,0,29,-5,32,-37,-30,12,-1,0,15,-8,9,11,4,-66]
[-33,-21,34,1,45,-40,-17,13,18,7,33,-17,3,26,-22,-74]
[-25,-10,16,-1,42,-48,10,5,30,-11,30,-25,-9,39,-31,-74]
[-16,-4,5,0,46,-56,40,-6,14,24,32,-30,-19,52,-7,-75]
[-7,-15,-11,0,34,-67,57,-25,28,-4,28,-33,-20,54,-36,-69]
[2,12,-22,5,18,-85,60,-47,-1,33,21,-23,-18,44,-3,-55]
[2,1,-12,10,9,-108,46,-72,-16,32,11,-15,-7,34,0,-35]
[-6,-4,-4,17,4,-127,25,-87,-17,18,6,-7,-1,26,-3,-18]
[-15,0,5,22,5,-128,10,-93,-11,-2,-1,-4,1,25,1,0]
[-16,0,10,28,11,-128,3,-90,-12,-6,-3,-4,4,28,11,11]
[73,-20,-54,31,10,-93,-2,-56,8,-74,-5,2,21,30,45,7]
[-60,-13,31,18,3,-95,8,-73,7,49,27,-3,-1,17,-48,-16]
[-8,7,-7,16,-8,-128,23,-102,-17,-14,12,0,-8,22,22,-36]
[-9,-12,-8,12,-10,-128,33,-107,-18,16,25,1,-8,25,10,-43]
[-14,-13,-7,6,-14,-128,31,-121,-16,15,14,4,-8,27,-4,-25]
[-19,-8,-3,13,-8,-128,19,-128,-6,6,2,7,-4,31,-3,-1]
[-10,-7,-15,23,-9,-128,15,-128,2,-10,-1,9,0,28,-3,12]
[-10,6,-14,24,-12,-128,17,-128,-6,1,-8,9,-2,24,0,19]
[-22,-2,-1,24,-9,-128,16,-128,-2,-6,-5,8,-4,26,-4,20]
[-15,-4,-7,26,-6,-128,14,-128,0,-6,-3,9,0,29,0,17]
[5,1,-25,26,-14,-128,14,-128,0,-18,-8,11,3,24,3,18]
[99,6,-116,11,-55,-128,8,-123,8,-71,-2,34,26,4,40,11]
[28,100,-50,-31,-87,-109,31,-114,-128,49,-45,33,-31,-32,101,35]
[-113,-45,105,-5,-26,-116,16,-99,-50,-19,21,11,-42,9,30,8]
[-67,-32,57,11,0,-119,31,-86,-7,-44,25,-8,-31,34,17,-25]
[-20,11,4,1,-7,-108,74,-69,-30,-37,21,-21,-51,43,50,-40]
[-26,-7,19,-7,9,-93,109,-54,-47,-3,29,-33,-67,60,62,-52]
[-40,-40,40,-4,37,-79,116,-39,-13,-17,25,-49,-67,77,13,-55]
[-5,-46,13,0,49,-69,81,-20,28,-44,28,-37,-35,76,7,-63]
[66,2,-42,-12,33,-47,21,-8,17,-17,-6,-14,17,41,18,-52]
[57,29,-45,-22,4,-28,-21,5,-23,0,-12,5,22,1,25,-32]
[18,6,-5,-15,4,-13,-45,16,-15,-14,0,10,22,-7,23,-21]
[-8,6,22,-13,9,-7,-53,24,-18,-2,0,9,19,-12,16,-15]
[-31,4,45,-13,18,-11,-59,29,-13,-2,4,3,20,-6,3,-17]
[-30,-10,41,-5,34,-23,-47,27,-14,24,18,-4,19,9,5,-32]
[-18,-22,24,-6,34,-33,-36,22,11,-16,20,-10,18,17,-25,-43]
[-26,24,18,-3,35,-43,-9,10,-4,15,10,-23,0,26,-13,-45]
[-22,-13,0,12,31,-58,43,-8,3,10,45,-32,-20,44,-10,-60]
[15,-11,-28,12,19,-75,71,-38,-11,37,30,-29,-16,43,-5,-54]
[16,-6,-24,10,8,-99,49,-67,-17,40,10,-15,-3,30,-12,-32]
[-13,2,2,15,8,-123,18,-85,-11,20,-3,-8,0,24,-15,-7]
[-23,-6,12,25,14,-128,4,-88,2,-6,3,-4,3,30,-5,4]
[70,-13,-54,28,10,-94,-1,-57,11,-73,-6,3,18,31,46,5]
[-52,-12,32,12,9,-73,23,-49,-3,32,32,-9,-16,23,-17,-33]
[-35,25,18,0,-1,-102,64,-61,-22,-51,8,-27,-52,37,27,-47]
[-25,-22,3,12,8,-96,102,-60,-21,16,60,-28,-50,57,49,-72]
